company,year,energy_consumption,female_employees,ghg_scope_1,ghg_scope_2,living_wage_policy,modern_slavery_statement,total_waste_generated,total_waste_recycled,water_withdrawals,total_employees,supplier_list,supplied_by,address
The Master Trust Bank of Japan Ltd,2020,,,,,,No - neither,,,,,,,
The Share Centre Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
The Vanguard Group,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
The Wellcome Trust Ltd. (Investment Management),2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Third Point LLC,2020,,,,,,No - neither,,,,,,,
Threadneedle Asset Management Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Thrivent Financial,2020,,,,,,No - neither,,,,,,,
Tiffany & Co.,2013,,,43306,,,,,,,,,,
Tiffany & Co.,2014,,,,,,,,,,12000,,,
Tiffany & Co.,2015,,,,,,,,,,,,,
Tiffany & Co.,2016,406728,,2844,39913,,,,,,12000,,,
Tiffany & Co.,2017,415713.6,9170,3124,40201,Living Wage mentioned,,,,,11900,,,
Tiffany & Co.,2018,424281.6,9940,3151,41420,Living Wage mentioned,,,,,13100,,,
Tiffany & Co.,2019,419126.4,9870,2977,36780,Living Wage mentioned,,,,,14000,No,,
Tiffany & Co.,2020,,,,,,,,,,13000,,,
Tiffany & Co.,2021,30211.39,9100,2686,33779,Living Wage Methodology described,,,,,13000,,,727 FIFTH AVE NEW YORK 10022
Tiffany & Co.,2022,,,2926,5524,No Living Wage Policy,,,,,13000,,,
Toscafund Asset Management LLP,2020,,,,,,No - neither,,,,,,,
Tower Research Capital LLC,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Towers Watson & Co.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Towle & Co.,2020,,,,,,No - neither,,,,,,,
Tremblant Capital,2020,,,,,,No - neither,,,,,,,
Trusteam Finance SCA,2020,,,,,,No - neither,,,,,,,
Tybourne Capital Management (HK) Ltd.,2020,,,,,,No - neither,,,,,,,
Tybourne Capital Management Limited,2020,,,,,,No - neither,,,,,,,
"UBS,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
"UBS Asset Management,2020,,,,,,""Yes - UK Modern Slavery Act, Yes - Australian Modern Slavery Act"",,,,,,,",nan,,,,,,,,,,,,,
UTI Asset Management Co. Ltd. (Investment Management),2020,,,,,,No - neither,,,,,,,
Under Armour,2016,,,,,,,,,,,,,
"Under Armour,2019,Unknown,Unknown,Unknown,Unknown,No Living Wage Policy,,Unknown,Unknown,Unknown,,,47,""Baltimore",nan,,,,,,,,,,,,,
Maryland,nan,,,,,,,,,,,,,
Under Armour,2022,351082,7950,3614,33044,No Living Wage Policy,,,,,,,104,
United Arrows,2019,,,,,No Living Wage Policy,,,,,,,,
United Arrows,2022,84268.26,2115,584,7743,No Living Wage Policy,,,,2651,,,,
Urban Outfitters,2019,,,,,No Living Wage Policy,,,,,,,,
Urban Outfitters,2021,,,3906,,Living Wage mentioned,,377,4395,,,,,5000 SOUTH BROAD STREET PHILADELPHIA 19112
Urban Outfitters,2022,,,,,,,,,,,,,
VF,2015,1404034.5708,,,,,,,,,,,,
VF,2016,1404034.5708,33424,74335,163650,No Living Wage Policy,,,45699,3492479,68966,,,
VF,2017,2612179.9403999997,,72116,143466,,,,,,,,624,
VF,2018,2631957.2676,34952,72825,140488,No Living Wage Policy,,,,1443000,,,,
VF,2019,,,,,No Living Wage Policy,,,,,,,,
VF,2020,726858,24960,18405,83896,Living Wage mentioned,,25334,16950,160000000,48470,,645,
"VF,2022,596858.4, 17697,9829,35561,""Living Wage Timeframe set, Living Wage Methodology described"",,19989,15451,Unknown,,,1218,",nan,,,,,,,,,,,,,
Value Square NV,2020,,,,,,No - neither,,,,,,,
Van de Velde,2017,13230,,,,,,,,,,,,
Van de Velde,2018,14580,,,,,,,,,,,,
"Van de Velde,2019,13698,1440,Unknown,Unknown,""Living Wage mentioned, Living Wage Methodology described"",,445,305,Unknown,,,,""Lageweg 4",nan,,,,,,,,,,,,,
9260 Schellebelle,nan,,,,,,,,,,,,,
"Belgium""",nan,,,,,,,,,,,,,
Van de Velde,2023,16668,,,,Living Wage mentioned,,,,,,,,
Vera Bradley Inc.,2018,,2358,,,No Living Wage Policy,,,,,2730,,,
"Vera Bradley Inc.,2019,Unknown,2430,Unknown,Unknown,No Living Wage Policy,,Unknown,Unknown,Unknown,,,,""11222 Stonebridge Rd, Roanoke, IN""",nan,,,,,,,,,,,,,
Vera Bradley Inc.,2023,63716,1926,1285.62,4836.38,No Living Wage Policy,,,,,,,,
Verde Asset Management SA,2020,,,,,,No - neither,,,,,,,
Victory Capital Management Inc.,2020,,,,,,No - neither,,,,,,,
Vinci Equities Gestora de Recursos Ltda.,2020,,,,,,No - neither,,,,,,,
Vipshop Holdings,2016,34163.0136,,439.61,5002.03,,,,,,,,,
Vipshop Holdings,2017,35436.8556,,485.87,5188.54,,,,,,,,,
Vipshop Holdings,2018,31858.8516,23026,544.9,4664.66,No Living Wage Policy,,21845,21080,201237,,,,
Vipshop Holdings,2019,1189795.0908,8477,75213,59701,No Living Wage Policy,,31080,28547,597334,,,,
Vipshop Holdings,2020,,,1330,68962,,,,12911,,,No,,
Vipshop Holdings,2021,,3850,,,,,,,,8013,,,
Vipshop Holdings,2022,631724.04,3585,12153.9,84711.3,No Living Wage Policy,,57673.2,22810.5,2100000,,,,
Vontobel,2019,,,,,,No - neither,,,,,,,
Vontobel,2020,,,,,,No - neither,,,,,,,
WCM Investment Management,2020,,,,,,No - neither,,,,,,,
Walter Scott & Partners Ltd.,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Walter Scott & Partners Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Walter Scott & Partners Ltd.,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Wellington Management Company,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Wellington Management Company,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Wellington Management Company,2021,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Wellington Management Company,2022,,,,,,No - neither,,,,,,,
Wells Fargo,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Wells Fargo Clearing Services LLC,2019,,,,,,Yes - UK Modern Slavery Act,,,,,,,
West Midlands Pension Fund,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
West Yorkshire Pension Fund,2020,,,,,,No - neither,,,,,,,
Westwood Management Corp,2020,,,,,,No - neither,,,,,,,
William Blair Investment Management LLC,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Winslow Capital Management LLC,2020,,,,,,No - neither,,,,,,,
Winton Capital Management Ltd.,2018,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Winton Capital Management Ltd.,2020,,,,,,Yes - UK Modern Slavery Act,,,,,,,
Wolverine World Wide,2019,,,,,No Living Wage Policy,,,,,4000,,,
Wolverine World Wide,2021,,,,,,,,,,,,,9341 COURTLAND DR ROCKFORD 49351
Wolverine World Wide,2022,69480,2191,,,,,,184896.4,,,,,
YOOX NET-A-PORTER Group SpA,2016,104509,,1553,9778,,,,,,,,,
YOOX NET-A-PORTER Group SpA,2017,100613,,1841,11028,,,,,,,,,
YOOX NET-A-PORTER Group SpA,2018,118256,3179,1299,11830,No Living Wage Policy,,4116,,103987,5000,No,,
YOOX NET-A-PORTER Group SpA,2019,,,,,No Living Wage Policy,,,,,,,,
Yacktman Asset Management LP,2020,,,,,,No - neither,,,,,,,
Zalando SE,2014,,,,,,,,,,,,,
Zalando SE,2015,,4354,,,,,,,,,,,
Zalando SE,2016,,5585,,,,,16505,14793,,,No,,
Zalando SE,2017,303847.2,6901,4935,21290,No Living Wage Policy,,17694,15821,,15091,No,,
Zalando SE,2018,374439.6,7341,5701,1678,No Living Wage Policy,,18914,16763,,15455,No,,
"Zalando SE,2019,474329,6469,5904,2271,No Living Wage Policy,,22114,19794,Unknown,,""Yes, Tier 1 only"",,""Zalando SE, Valeska-Gert-Straße 5, 10243 Berlin, Germany""",nan,,,,,,,,,,,,,
Zalando SE,2020,,6586,,,,,,,,,,256,
Zalando SE,2021,,8044,5150137,,,,680000,67320,,1700,,226,
Zalando SE,2022,601506,7817,5512,588,,,32528,30485,,16457,,228,
Zignago Holding S.p.A.,2020,,,,,,No - neither,,,,,,,
Zurcher Kantonalbank,2020,,,,,,No - neither,,,,,,,
eQ Varainhoito Oy,2020,,,,,,No - neither,,,,,,,
lululemon athletica,2012,,,,,,,,,72200,,,,
lululemon athletica,2015,34845.192,,1753.71,13962.5,,,,,,,,,
lululemon athletica,2018,,,,,No Living Wage Policy,,,,,15700,,56,
lululemon athletica,2019,225918.648,,3164,16425,No Living Wage Policy,,,,,19000,,,
lululemon athletica,2021,,22330,3092,19718,Living Wage mentioned,,5827,,58388,29000,,101,
lululemon athletica,2022,,25840,3910,24950,,,2079,,,34000,,91,
lululemon athletica,2023,419446.8,28880,4232,32,Living Wage mentioned,,,,,,,79,
